date,daily_vaccinations_per_million
2021-01-10,
2021-01-11,22
2021-01-12,22
2021-01-13,22
2021-01-14,23
2021-01-15,22
2021-01-16,22
2021-01-17,20
2021-01-18,19
2021-01-19,18
2021-01-20,16
2021-01-21,14
2021-01-22,12
2021-01-23,9
2021-01-24,7
2021-01-25,5
2021-01-26,3
2021-01-27,1
2021-01-28,
2021-01-29,
2021-01-30,
2021-01-31,
2021-02-01,
2021-02-02,
2021-02-03,4
2021-02-04,8
2021-02-05,12
2021-02-06,16
2021-02-07,21
2021-02-08,25
2021-02-09,28
2021-02-10,28
2021-02-11,27
2021-02-12,27
2021-02-13,26
2021-02-14,26
2021-02-15,25
2021-02-16,25
2021-02-17,25
2021-02-18,88
2021-02-19,141
2021-02-20,179
2021-02-21,218
2021-02-22,257
2021-02-23,310
2021-02-24,362
2021-02-25,352
2021-02-26,347
2021-02-27,357
2021-02-28,366
2021-03-01,376
2021-03-02,357
2021-03-03,337
2021-03-04,322
2021-03-05,312
2021-03-06,301
2021-03-07,291
2021-03-08,281
2021-03-09,285
2021-03-10,289
2021-03-11,298
2021-03-12,307
2021-01-29,
2021-01-30,1
2021-01-31,43
2021-02-01,57
2021-02-02,64
2021-02-03,69
2021-02-04,71
2021-02-05,73
2021-02-06,85
2021-02-07,85
2021-02-08,85
2021-02-09,85
2021-02-10,85
2021-02-11,85
2021-02-12,85
2021-02-13,85
2021-02-14,85
2021-02-15,85
2021-02-16,85
2021-02-17,85
2021-02-18,85
2021-02-19,85
2021-01-25,
2021-01-26,854
2021-01-27,854
2021-01-28,854
2021-01-29,854
2021-01-30,854
2021-01-31,854
2021-02-01,854
2021-02-02,777
2021-02-03,712
2021-02-04,647
2021-02-05,569
2021-02-06,505
2021-02-07,440
2021-02-08,362
2021-02-09,362
2021-02-10,362
2021-02-11,621
2021-02-12,880
2021-02-13,958
2021-02-14,1048
2021-02-15,1126
2021-02-16,1217
2021-02-17,1294
2021-02-18,1126
2021-02-19,958
2021-02-20,919
2021-02-21,867
2021-02-22,828
2021-02-23,777
2021-02-24,738
2021-02-25,725
2021-02-26,712
2021-02-27,815
2021-02-28,932
2021-03-01,1035
2021-03-02,1152
2021-03-03,1255
2021-03-04,1333
2021-03-05,1398
2021-03-06,1398
2021-03-07,1398
2021-03-08,1398
2021-03-09,2407
2021-03-10,3417
2021-03-05,
2021-03-06,63
2021-03-07,63
2021-03-08,63
2021-02-04,
2021-02-05,9932
2021-02-06,9932
2021-02-07,9932
2021-02-08,9932
2021-02-09,9932
2021-02-10,9932
2021-02-11,9932
2021-02-12,9932
2021-02-13,9932
2021-02-14,22064
2021-02-15,21530
2021-02-16,21064
2021-02-17,20597
2021-02-18,20064
2021-02-19,19597
2021-02-20,19064
2021-02-21,6466
2021-02-22,6466
2021-02-23,6466
2021-02-24,6466
2021-02-25,6466
2021-02-26,6466
2020-12-29,
2020-12-30,346
2020-12-31,346
2021-01-01,245
2021-01-02,194
2021-01-03,164
2021-01-04,143
2021-01-05,177
2021-01-06,181
2021-01-07,185
2021-01-08,233
2021-01-09,264
2021-01-10,296
2021-01-11,327
2021-01-12,311
2021-01-13,295
2021-01-14,295
2021-01-15,295
2021-01-16,287
2021-01-17,279
2021-01-18,272
2021-01-19,264
2021-01-20,256
2021-01-21,259
2021-01-22,249
2021-01-23,246
2021-01-24,229
2021-01-25,200
2021-01-26,213
2021-01-27,222
2021-01-28,197
2021-01-29,204
2021-01-30,248
2021-01-31,250
2021-02-01,264
2021-02-02,254
2021-02-03,248
2021-02-04,367
2021-02-05,359
2021-02-06,332
2021-02-07,411
2021-02-08,429
2021-02-09,401
2021-02-10,439
2021-02-11,407
2021-02-12,423
2021-02-13,426
2021-02-14,343
2021-02-15,310
2021-02-16,310
2021-02-17,243
2021-02-18,198
2021-02-19,243
2021-02-20,319
2021-02-21,350
2021-02-22,355
2021-02-23,428
2021-02-24,531
2021-02-25,614
2021-02-26,744
2021-02-27,878
2021-02-28,963
2021-03-01,1033
2021-03-02,1200
2021-03-03,1267
2021-03-04,1336
2021-03-05,1434
2021-03-06,1444
2021-03-07,1584
2021-03-08,1573
2021-03-09,1653
2021-03-10,1875
2021-03-11,2107
2021-03-12,2341
2021-03-13,2696
2021-03-14,2704
2021-02-15,
2021-02-16,
2021-02-17,
2021-02-18,
2021-02-19,
2021-02-20,
2021-02-21,
2021-02-22,0
2021-02-23,16
2021-02-24,39
2021-02-25,98
2021-02-26,140
2021-02-27,168
2021-02-28,179
2021-03-01,189
2021-03-02,219
2021-03-03,246
2021-03-04,244
2021-03-05,263
2021-03-06,263
2021-03-07,277
2021-03-08,295
2021-03-09,297
2021-03-10,310
2021-03-11,359
2021-03-12,354
2021-03-13,461
2021-03-14,455
2020-12-27,
2020-12-28,143
2020-12-29,161
2020-12-30,157
2020-12-31,118
2021-01-01,94
2021-01-02,79
2021-01-03,68
2021-01-04,49
2021-01-05,47
2021-01-06,39
2021-01-07,88
2021-01-08,292
2021-01-09,362
2021-01-10,396
2021-01-11,483
2021-01-12,683
2021-01-13,905
2021-01-14,1107
2021-01-15,1180
2021-01-16,1215
2021-01-17,1268
2021-01-18,1358
2021-01-19,1536
2021-01-20,1668
2021-01-21,1721
2021-01-22,1628
2021-01-23,1571
2021-01-24,1502
2021-01-25,1348
2021-01-26,1078
2021-01-27,835
2021-01-28,679
2021-01-29,729
2021-01-30,739
2021-01-31,741
2021-02-01,787
2021-02-02,918
2021-02-03,1067
2021-02-04,1224
2021-02-05,1310
2021-02-06,1393
2021-02-07,1448
2021-02-08,1528
2021-02-09,1559
2021-02-10,1623
2021-02-11,1690
2021-02-12,1782
2021-02-13,1799
2021-02-14,1753
2021-02-15,1714
2021-02-16,1644
2021-02-17,1608
2021-02-18,1537
2021-02-19,1457
2021-02-20,1499
2021-02-21,1562
2021-02-22,1557
2021-02-23,1560
2021-02-24,1562
2021-02-25,1564
2021-02-26,1671
2021-02-27,1850
2021-02-28,1917
2021-03-01,1944
2021-03-02,2099
2021-03-03,2216
2021-03-04,2324
2021-03-05,2430
2021-03-06,2480
2021-03-07,2506
2021-03-08,2550
2021-03-09,2597
2021-03-10,2594
2021-03-11,2831
2021-03-12,3057
2021-03-13,3291
2021-01-17,
2021-01-18,321
2021-01-19,321
2021-01-20,321
2021-01-21,321
2021-01-22,321
2021-01-23,321
2021-01-24,321
2021-01-25,321
2021-01-26,321
2021-01-27,321
2021-01-28,321
2021-01-29,321
2021-01-30,321
2021-01-31,321
2021-02-01,321
2021-02-02,321
2021-02-03,321
2021-02-04,321
2021-02-05,321
2021-02-06,321
2021-02-07,415
2021-02-08,509
2021-02-09,603
2021-02-10,697
2021-02-11,791
2021-02-12,885
2021-02-13,979
2021-02-14,979
2021-02-15,979
2021-02-16,979
2021-02-17,979
2021-02-18,979
2021-02-19,979
2021-02-20,979
2021-02-21,979
2021-02-22,979
2021-02-23,979
2021-02-24,979
2021-02-25,979
2021-02-26,979
2021-02-27,979
2021-02-28,979
2021-03-01,979
2021-03-02,1149
2021-03-03,1319
2021-03-04,1353
2021-03-05,1387
2021-03-06,1422
2021-03-07,1456
2021-03-08,1490
2021-03-09,1355
2021-03-10,1287
2021-03-11,1228
2021-03-12,1153
2021-03-13,1070
2021-03-14,941
2020-12-23,
2020-12-24,6527
2020-12-25,3402
2020-12-26,2467
2020-12-27,2152
2020-12-28,1886
2020-12-29,1673
2020-12-30,1541
2020-12-31,720
2021-01-01,739
2021-01-02,717
2021-01-03,594
2021-01-04,554
2021-01-05,659
2021-01-06,937
2021-01-07,1141
2021-01-08,1590
2021-01-09,2020
2021-01-10,2398
2021-01-11,2602
2021-01-12,2844
2021-01-13,3108
2021-01-14,3439
2021-01-15,3578
2021-01-16,3734
2021-01-17,3953
2021-01-18,4320
2021-01-19,4532
2021-01-20,4532
2021-01-21,4532
2021-01-22,4532
2021-01-23,4532
2021-01-24,4532
2021-01-25,4532
2021-01-26,4532
2021-01-27,4532
2021-01-28,4532
2021-01-29,4532
2021-01-30,4532
2021-01-31,4532
2021-02-01,4532
2021-02-02,4532
2021-02-03,4532
2021-02-04,4532
2021-02-05,4532
2021-02-06,4532
2021-02-07,4532
2021-02-08,4532
2021-02-09,4532
2021-02-10,4532
2021-02-11,4532
2021-02-12,4532
2021-02-13,4532
2021-02-14,4532
2021-02-15,4532
2021-02-16,4532
2021-02-17,4532
2021-02-18,4532
2021-02-19,4532
2021-02-20,4532
2021-02-21,4532
2021-02-22,4532
2021-02-23,4532
2021-02-24,4532
2021-02-25,4532
2021-02-26,4532
2021-02-27,4532
2021-02-28,4532
2021-03-01,4532
2021-03-02,4532
2021-03-03,4532
2021-03-04,4532
2021-03-05,4532
2021-03-06,4532
2021-03-07,4169
2021-03-08,3733
2021-03-09,3265
2021-03-10,2898
2021-03-11,2463
2021-03-12,1976
2021-03-13,2360
2021-03-14,3467
2021-01-26,
2021-01-27,0
2021-01-28,2
2021-01-29,7
2021-01-30,10
2021-01-31,12
2021-02-01,13
2021-02-02,14
2021-02-03,16
2021-02-04,19
2021-02-05,19
2021-02-06,19
2021-02-07,19
2021-02-08,80
2021-02-09,142
2021-02-10,277
2021-02-11,389
2021-02-12,502
2021-02-13,615
2021-02-14,759
2021-02-15,891
2021-02-16,1024
2021-02-17,1083
2021-02-18,1195
2021-02-19,1181
2021-02-20,1168
2021-02-21,1119
2021-02-22,1020
2021-02-23,981
2021-02-24,943
2021-02-25,870
2021-02-26,826
2021-02-27,782
2021-02-28,794
2021-03-01,796
2021-03-02,738
2021-03-03,684
2021-03-04,633
2021-03-05,605
2021-03-06,576
2021-03-07,496
2021-03-08,540
2021-03-09,583
2021-03-10,568
2021-03-11,553
2021-03-12,575
2021-03-13,598
2021-03-14,621
2021-02-15,
2021-02-16,7631
2021-02-17,8045
2021-02-18,8125
2021-02-19,8630
2021-02-20,7896
2021-02-21,6991
2021-02-22,7259
2021-02-23,7631
2021-02-24,8185
2021-02-25,8842
2021-02-26,9556
2021-02-27,10394
2021-02-28,10972
2021-03-01,10954
2021-03-02,10537
2021-03-03,9583
2021-03-04,8529
2021-03-05,7381
2021-03-06,6034
2021-03-07,5321
2021-03-08,4110
2021-03-09,3243
2021-03-10,2686
2021-03-11,2119
2021-03-12,1242
2020-12-28,
2020-12-29,43
2020-12-30,43
2020-12-31,43
2021-01-01,43
2021-01-02,43
2021-01-03,43
2021-01-04,43
2021-01-05,43
2021-01-06,43
2021-01-07,43
2021-01-08,43
2021-01-09,43
2021-01-10,43
2021-01-11,43
2021-01-12,43
2021-01-13,43
2021-01-14,43
2021-01-15,43
2021-01-16,43
2021-01-17,43
2021-01-18,43
2021-01-19,43
2021-01-20,43
2021-01-21,43
2021-01-22,43
2021-01-23,43
2021-01-24,43
2021-01-25,43
2021-01-26,43
2021-01-27,43
2021-01-28,43
2021-01-29,43
2021-01-30,43
2021-01-31,43
2021-02-01,43
2021-02-02,43
2021-02-03,43
2021-02-04,43
2021-02-05,43
2021-02-06,43
2021-02-07,43
2021-02-08,43
2021-02-09,43
2021-02-10,43
2021-02-11,43
2021-02-12,43
2021-02-13,43
2021-02-14,43
2021-02-15,43
2021-02-16,43
2021-02-17,43
2021-02-18,43
2020-12-28,
2020-12-29,0
2020-12-30,21
2020-12-31,14
2021-01-01,11
2021-01-02,9
2021-01-03,7
2021-01-04,6
2021-01-05,26
2021-01-06,68
2021-01-07,168
2021-01-08,281
2021-01-09,320
2021-01-10,325
2021-01-11,394
2021-01-12,566
2021-01-13,780
2021-01-14,964
2021-01-15,1136
2021-01-16,1160
2021-01-17,1196
2021-01-18,1262
2021-01-19,1308
2021-01-20,1305
2021-01-21,1390
2021-01-22,1467
2021-01-23,1505
2021-01-24,1488
2021-01-25,1491
2021-01-26,1406
2021-01-27,1347
2021-01-28,1255
2021-01-29,1141
2021-01-30,1094
2021-01-31,1082
2021-02-01,1038
2021-02-02,1174
2021-02-03,1340
2021-02-04,1469
2021-02-05,1589
2021-02-06,1612
2021-02-07,1639
2021-02-08,1668
2021-02-09,1718
2021-02-10,1658
2021-02-11,1688
2021-02-12,1737
2021-02-13,1763
2021-02-14,1748
2021-02-15,1790
2021-02-16,1625
2021-02-17,1559
2021-02-18,1453
2021-02-19,1407
2021-02-20,1374
2021-02-21,1377
2021-02-22,1365
2021-02-23,1432
2021-02-24,1466
2021-02-25,1517
2021-02-26,1527
2021-02-27,1508
2021-02-28,1492
2021-03-01,1501
2021-03-02,1540
2021-03-03,1615
2021-03-04,1796
2021-03-05,1920
2021-03-06,1968
2021-03-07,1976
2021-03-08,2001
2021-03-09,2035
2021-03-10,2070
2021-03-11,2031
2021-03-12,1867
2021-03-13,1812
2021-02-28,
2021-03-01,523
2021-03-02,523
2021-03-03,563
2021-03-04,513
2021-03-05,500
2021-03-06,468
2021-03-07,443
2021-03-08,410
2021-03-09,377
2021-03-10,651
2021-03-11,1479
2021-03-12,2316
2021-01-10,
2021-01-11,4464
2021-01-12,4464
2021-01-13,4464
2021-01-14,4464
2021-01-15,4464
2021-01-16,4464
2021-01-17,4239
2021-01-18,4015
2021-01-19,3790
2021-01-20,3565
2021-01-21,3356
2021-01-22,3131
2021-01-23,2907
2021-01-24,3131
2021-01-25,3356
2021-01-26,3597
2021-01-27,3822
2021-01-28,4047
2021-01-29,4272
2021-01-30,4512
2021-01-31,5235
2021-02-01,5974
2021-02-02,6696
2021-02-03,7435
2021-02-04,8174
2021-02-05,8896
2021-02-06,9635
2021-02-07,8944
2021-02-08,8270
2021-02-09,7580
2021-02-10,7403
2021-02-11,7242
2021-02-12,7066
2021-02-13,6905
2021-02-14,7419
2021-02-15,7933
2021-02-16,8527
2021-02-17,8607
2021-02-18,8671
2021-02-19,8752
2021-02-20,8832
2021-02-21,8912
2021-02-22,8993
2021-02-23,9378
2021-02-24,9747
2021-02-25,10133
2021-02-26,10518
2021-02-27,10904
2021-02-28,10406
2021-03-01,9892
2021-03-02,11161
2021-03-03,12413
2021-03-04,11996
2021-03-05,11562
2021-03-06,11144
2021-03-07,11610
2021-03-08,12060
2021-03-09,10374
2021-03-10,8688
2021-01-28,
2021-01-29,1
2021-01-30,2
2021-01-31,2
2021-02-01,12
2021-02-02,27
2021-02-03,51
2021-02-04,54
2021-02-05,64
2021-02-06,73
2021-02-07,83
2021-02-08,87
2021-02-09,85
2021-02-10,71
2021-02-11,71
2021-02-12,67
2021-02-13,63
2021-02-14,58
2021-02-15,54
2021-02-16,50
2021-02-17,46
2021-02-18,42
2021-02-19,42
2021-02-20,42
2021-02-21,42
2021-02-22,42
2021-02-23,42
2021-02-24,42
2021-02-25,42
2021-02-26,42
2021-02-27,42
2021-02-28,42
2021-03-01,42
2021-03-02,42
2021-03-03,41
2021-03-04,37
2021-03-05,32
2021-03-06,1079
2021-03-07,1082
2021-03-08,1139
2021-03-09,1219
2021-03-10,1310
2021-03-11,1374
2021-03-12,1432
2021-03-13,387
2021-03-14,383
2021-01-16,
2021-01-17,1
2021-01-18,3
2021-01-19,18
2021-01-20,34
2021-01-21,128
2021-01-22,193
2021-01-23,361
2021-01-24,406
2021-01-25,470
2021-01-26,563
2021-01-27,740
2021-01-28,883
2021-01-29,956
2021-01-30,985
2021-01-31,988
2021-02-01,957
2021-02-02,970
2021-02-03,935
2021-02-04,1090
2021-02-05,946
2021-02-06,940
2021-02-07,994
2021-02-08,996
2021-02-09,1027
2021-02-10,1074
2021-02-11,896
2021-02-12,1090
2021-02-13,1159
2021-02-14,1131
2021-02-15,1135
2021-02-16,1203
2021-02-17,1185
2021-02-18,1210
2021-02-19,1236
2021-02-20,1134
2021-02-21,1152
2021-02-22,1166
2021-02-23,1134
2021-02-24,1121
2021-02-25,1070
2021-02-26,1053
2021-02-27,1014
2021-02-28,997
2021-03-01,966
2021-03-02,1038
2021-03-03,1160
2021-03-04,1304
2021-03-05,1389
2021-03-06,1267
2021-03-07,1218
2021-03-08,1223
2021-03-09,997
2021-03-10,729
2021-03-11,673
2021-03-12,659
2021-03-13,776
2021-03-14,790
2020-12-29,
2020-12-30,416
2020-12-31,213
2021-01-01,145
2021-01-02,115
2021-01-03,97
2021-01-04,85
2021-01-05,77
2021-01-06,68
2021-01-07,132
2021-01-08,177
2021-01-09,176
2021-01-10,179
2021-01-11,183
2021-01-12,212
2021-01-13,188
2021-01-14,135
2021-01-15,98
2021-01-16,100
2021-01-17,95
2021-01-18,113
2021-01-19,133
2021-01-20,146
2021-01-21,156
2021-01-22,164
2021-01-23,160
2021-01-24,158
2021-01-25,147
2021-01-26,142
2021-01-27,181
2021-01-28,255
2021-01-29,302
2021-01-30,306
2021-01-31,308
2021-02-01,326
2021-02-02,345
2021-02-03,354
2021-02-04,337
2021-02-05,330
2021-02-06,329
2021-02-07,327
2021-02-08,334
2021-02-09,340
2021-02-10,330
2021-02-11,352
2021-02-12,367
2021-02-13,376
2021-02-14,377
2021-02-15,381
2021-02-16,389
2021-02-17,406
2021-02-18,399
2021-02-19,608
2021-02-20,679
2021-02-21,904
2021-02-22,1103
2021-02-23,1375
2021-02-24,1697
2021-02-25,2015
2021-02-26,2059
2021-02-27,2085
2021-02-28,1914
2021-03-01,1901
2021-03-02,1964
2021-03-03,1639
2021-03-04,1645
2021-03-05,1645
2021-03-06,1590
2021-03-07,1566
2021-03-08,1451
2021-03-09,1200
2021-03-10,1254
2021-03-11,1149
2021-03-12,1073
2021-03-13,1044
2021-03-14,1033
2021-02-09,
2021-02-10,89
2021-02-11,52
2021-02-12,40
2021-02-13,33
2021-02-14,30
2021-02-15,27
2021-02-16,26
2021-02-17,15
2021-02-18,19
2021-02-19,22
2021-02-20,27
2021-02-21,32
2021-02-22,36
2021-02-23,41
2021-02-24,61
2021-02-25,78
2021-02-26,97
2021-02-27,114
2021-02-28,131
2021-03-01,148
2021-03-02,217
2021-03-03,260
2021-03-04,312
2021-03-05,361
2021-03-06,411
2021-03-07,424
2021-03-08,458
2021-03-09,481
2021-03-10,589
2021-03-11,687
2021-03-12,764
2021-03-13,811
2021-03-14,850
2020-12-14,
2020-12-15,19
2020-12-16,40
2020-12-17,64
2020-12-18,74
2020-12-19,63
2020-12-20,56
2020-12-21,79
2020-12-22,98
2020-12-23,121
2020-12-24,145
2020-12-25,130
2020-12-26,138
2020-12-27,150
2020-12-28,146
2020-12-29,166
2020-12-30,186
2020-12-31,198
2021-01-01,221
2021-01-02,228
2021-01-03,234
2021-01-04,296
2021-01-05,321
2021-01-06,376
2021-01-07,461
2021-01-08,594
2021-01-09,710
2021-01-10,778
2021-01-11,838
2021-01-12,883
2021-01-13,893
2021-01-14,909
2021-01-15,935
2021-01-16,935
2021-01-17,951
2021-01-18,968
2021-01-19,1004
2021-01-20,1049
2021-01-21,1057
2021-01-22,1018
2021-01-23,976
2021-01-24,930
2021-01-25,853
2021-01-26,813
2021-01-27,738
2021-01-28,671
2021-01-29,608
2021-01-30,571
2021-01-31,533
2021-02-01,513
2021-02-02,453
2021-02-03,417
2021-02-04,394
2021-02-05,400
2021-02-06,425
2021-02-07,454
2021-02-08,467
2021-02-09,516
2021-02-10,578
2021-02-11,631
2021-02-12,677
2021-02-13,722
2021-02-14,740
2021-02-15,697
2021-02-16,698
2021-02-17,663
2021-02-18,642
2021-02-19,691
2021-02-20,753
2021-02-21,846
2021-02-22,1042
2021-02-23,1126
2021-02-24,1223
2021-02-25,1344
2021-02-26,1417
2021-02-27,1463
2021-02-28,1479
2021-03-01,1469
2021-03-02,1559
2021-03-03,1662
2021-03-04,1733
2021-03-05,1803
2021-03-06,1852
2021-03-07,1893
2021-03-08,1997
2021-03-09,1987
2021-03-10,2005
2021-03-11,2081
2021-03-12,2176
2021-03-13,2288
2021-03-14,2420
2020-12-26,
2020-12-27,4184
2020-12-28,4184
2020-12-29,4184
2020-12-30,4184
2020-12-31,4184
2021-01-01,4184
2021-01-02,4184
2021-01-03,4184
2021-01-04,4184
2021-01-05,4184
2021-01-06,4184
2021-01-07,4184
2021-01-08,4184
2021-01-09,4184
2021-01-10,4184
2021-01-11,4184
2021-01-12,4184
2021-01-13,4184
2021-01-14,4184
2021-01-15,4184
2021-01-16,4184
2021-01-17,4184
2021-01-18,4184
2021-01-19,4184
2021-01-20,4184
2021-01-21,4184
2021-01-22,4184
2021-01-23,4184
2021-01-24,4184
2021-01-25,4184
2021-01-26,4184
2021-01-27,4184
2021-01-28,4184
2021-01-29,4184
2021-01-30,4184
2021-01-31,4184
2021-02-01,4184
2021-02-02,4184
2021-02-03,4184
2021-02-04,4184
2021-02-05,4717
2021-02-06,5250
2021-02-07,5782
2021-02-08,6315
2021-02-09,6847
2021-02-10,7288
2021-02-11,8278
2021-02-12,8734
2021-02-13,8110
2021-02-14,7486
2021-02-15,6878
2021-02-16,6254
2021-02-17,5736
2021-02-18,4763
2021-02-19,3789
2021-02-20,5173
2021-02-21,5949
2021-02-22,6726
2021-02-23,7502
2021-02-24,8141
2021-02-25,8917
2021-02-26,9358
2021-02-27,8506
2021-02-28,8278
2021-03-01,8034
2021-03-02,7791
2021-03-03,7699
2021-03-04,9099
2021-03-05,10849
2021-03-06,11473
2021-03-07,12097
2021-03-08,12721
2021-03-09,13344
2021-03-10,13968
2021-03-11,12858
2021-03-12,11732
2020-12-24,
2020-12-25,250
2020-12-26,207
2020-12-27,143
2020-12-28,108
2020-12-29,86
2020-12-30,72
2020-12-31,62
2021-01-01,26
2021-01-02,2
2021-01-03,
2021-01-04,3
2021-01-05,14
2021-01-06,15
2021-01-07,15
2021-01-08,15
2021-01-09,15
2021-01-10,15
2021-01-11,12
2021-01-12,2
2021-01-13,8
2021-01-14,59
2021-01-15,85
2021-01-16,86
2021-01-17,86
2021-01-18,168
2021-01-19,313
2021-01-20,375
2021-01-21,346
2021-01-22,323
2021-01-23,323
2021-01-24,323
2021-01-25,251
2021-01-26,111
2021-01-27,41
2021-01-28,19
2021-01-29,15
2021-01-30,15
2021-01-31,15
2021-02-01,5
2021-02-02,99
2021-02-03,1372
2021-02-04,2688
2021-02-05,3953
2021-02-06,4161
2021-02-07,4226
2021-02-08,5968
2021-02-09,7826
2021-02-10,8651
2021-02-11,9233
2021-02-12,9682
2021-02-13,9695
2021-02-14,9664
2021-02-15,9901
2021-02-16,9587
2021-02-17,8891
2021-02-18,8150
2021-02-19,7497
2021-02-20,7348
2021-02-21,7323
2021-02-22,6150
2021-02-23,5211
2021-02-24,4453
2021-02-25,3937
2021-02-26,3460
2021-02-27,3463
2021-02-28,3457
2021-03-01,3675
2021-03-02,4251
2021-03-03,5933
2021-03-04,7607
2021-03-05,9239
2021-03-06,9418
2021-03-07,9474
2021-03-08,11058
2021-03-09,12581
2021-03-10,13225
2021-03-11,13988
2021-03-12,14519
2021-03-13,14629
2021-03-14,14614
2020-12-15,
2020-12-16,130
2020-12-17,130
2020-12-18,130
2020-12-19,130
2020-12-20,130
2020-12-21,130
2020-12-22,130
2020-12-23,130
2020-12-24,130
2020-12-25,130
2020-12-26,130
2020-12-27,130
2020-12-28,130
2020-12-29,130
2020-12-30,130
2020-12-31,130
2021-01-01,161
2021-01-02,192
2021-01-03,223
2021-01-04,254
2021-01-05,285
2021-01-06,316
2021-01-07,347
2021-01-08,347
2021-01-09,347
2021-01-10,323
2021-01-11,298
2021-01-12,273
2021-01-13,248
2021-01-14,269
2021-01-15,291
2021-01-16,312
2021-01-17,358
2021-01-18,404
2021-01-19,450
2021-01-20,496
2021-01-21,535
2021-01-22,575
2021-01-23,614
2021-01-24,653
2021-01-25,692
2021-01-26,732
2021-01-27,771
2021-01-28,691
2021-01-29,612
2021-01-30,532
2021-01-31,453
2021-02-01,581
2021-02-02,709
2021-02-03,837
2021-02-04,961
2021-02-05,1084
2021-02-06,1208
2021-02-07,1331
2021-02-08,1247
2021-02-09,1163
2021-02-10,988
2021-02-11,896
2021-02-12,805
2021-02-13,713
2021-02-14,622
2021-02-15,530
2021-02-16,439
2021-02-17,439
2021-02-18,439
2021-02-19,439
2021-02-20,439
2021-02-21,439
2021-02-22,439
2021-02-23,439
2021-02-24,439
2021-02-25,439
2021-02-26,439
2021-02-27,439
2021-02-28,439
2021-02-16,
2021-02-17,0
2021-02-18,77
2021-02-19,140
2021-02-20,163
2021-02-21,157
2021-02-22,148
2021-02-23,135
2021-02-24,142
2021-02-25,164
2021-02-26,169
2021-02-27,227
2021-02-28,255
2021-03-01,292
2021-03-02,341
2021-03-03,396
2021-03-04,394
2021-03-05,445
2021-03-06,439
2021-03-07,465
2021-03-08,469
2021-03-09,536
2021-03-10,811
2021-03-11,1075
2021-03-12,1274
2021-03-13,1437
2020-12-24,
2020-12-25,47
2020-12-26,47
2020-12-27,47
2020-12-28,47
2020-12-29,47
2020-12-30,47
2020-12-31,47
2021-01-01,47
2021-01-02,47
2021-01-03,47
2021-01-04,81
2021-01-05,115
2021-01-06,150
2021-01-07,184
2021-01-08,218
2021-01-09,272
2021-01-10,326
2021-01-11,345
2021-01-12,365
2021-01-13,385
2021-01-14,404
2021-01-15,424
2021-01-16,406
2021-01-17,387
2021-01-18,369
2021-01-19,384
2021-01-20,398
2021-01-21,413
2021-01-22,427
2021-01-23,460
2021-01-24,493
2021-01-25,526
2021-01-26,489
2021-01-27,452
2021-01-28,415
2021-01-29,379
2021-01-30,342
2021-01-31,305
2021-02-01,269
2021-02-02,300
2021-02-03,331
2021-02-04,363
2021-02-05,394
2021-02-06,425
2021-02-07,457
2021-02-08,488
2021-02-09,506
2021-02-10,524
2021-02-11,541
2021-02-12,559
2021-02-13,577
2021-02-14,595
2021-02-15,612
2021-02-16,542
2021-02-17,471
2021-02-18,401
2021-02-19,330
2021-02-20,260
2021-02-21,189
2021-02-22,119
2021-02-23,297
2021-02-24,474
2021-02-25,652
2021-02-26,830
2021-02-27,1008
2021-02-28,1186
2021-03-01,1364
2021-03-02,1388
2021-03-03,1413
2021-03-04,1438
2021-03-05,1462
2021-03-06,1487
2021-03-07,1511
2021-03-08,1536
2021-03-09,1577
2021-03-10,1618
2021-03-11,1659
2021-03-12,1700
2021-03-01,
2021-03-02,16
2021-03-03,16
2021-03-04,16
2021-03-05,16
2021-03-06,16
2021-03-07,16
2021-03-08,16
2021-03-09,21
2021-03-10,43
2021-03-11,49
2021-03-12,55
2021-03-13,61
2021-03-14,67
2020-12-30,
2020-12-31,269
2021-01-01,269
2021-01-02,269
2021-01-03,269
2021-01-04,252
2021-01-05,241
2021-01-06,325
2021-01-07,405
2021-01-08,519
2021-01-09,655
2021-01-10,656
2021-01-11,669
2021-01-12,683
2021-01-13,604
2021-01-14,605
2021-01-15,576
2021-01-16,553
2021-01-17,611
2021-01-18,669
2021-01-19,727
2021-01-20,811
2021-01-21,814
2021-01-22,815
2021-01-23,721
2021-01-24,682
2021-01-25,643
2021-01-26,633
2021-01-27,596
2021-01-28,560
2021-01-29,524
2021-01-30,511
2021-01-31,498
2021-02-01,485
2021-02-02,468
2021-02-03,450
2021-02-04,627
2021-02-05,586
2021-02-06,587
2021-02-07,588
2021-02-08,589
2021-02-09,567
2021-02-10,681
2021-02-11,601
2021-02-12,622
2021-02-13,644
2021-02-14,665
2021-02-15,687
2021-02-16,891
2021-02-17,958
2021-02-18,1025
2021-02-19,1165
2021-02-20,1305
2021-02-21,1445
2021-02-22,1585
2021-02-23,1646
2021-02-24,1707
2021-02-25,1811
2021-02-26,1767
2021-02-27,1722
2021-02-28,1677
2021-03-01,1633
2021-03-02,1656
2021-03-03,1680
2021-03-04,1661
2021-03-05,1700
2021-03-06,1738
2021-03-07,1776
2021-03-08,1815
2021-03-09,1790
2021-03-10,1766
2021-03-11,1741
2021-03-12,1850
2021-01-06,
2021-01-07,610
2021-01-08,610
2021-01-09,610
2021-01-10,610
2021-01-11,646
2021-01-12,671
2021-01-13,690
2021-01-14,717
2021-01-15,743
2021-01-16,771
